   645.745966  8.077D-13  4.185D-04     0.7572 .0921 .75   1
   645.749898  8.077D-13  6.924D-04     2.2717 .0915 .75   2
   645.755796  8.077D-13  9.587D-04     4.5434 .0899 .75   3
   645.763660  8.077D-13  1.215D-03     7.5723 .0885 .74   4
   645.773491  8.077D-13  1.457D-03    11.3584 .0871 .74   5
   645.785288  8.077D-13  1.685D-03    15.9017 .0858 .73   6
   645.799052  8.077D-13  1.894D-03    21.2022 .0845 .72   7
   645.814782  8.077D-13  2.085D-03    27.2598 .0833 .71   8
   645.832480  8.077D-13  2.254D-03    34.0745 .0823 .70   9
   645.852145  8.077D-13  2.401D-03    41.6464 .0813 .70  10
   645.873777  8.077D-13  2.526D-03    49.9753 .0803 .69  11
   645.897378  8.077D-13  2.627D-03    59.0612 .0794 .69  12
   645.922946  8.077D-13  2.704D-03    68.9042 .0785 .69  13
   645.950484  8.077D-13  2.759D-03    79.5041 .0777 .69  14
   645.979990  8.077D-13  2.791D-03    90.8609 .0770 .70  15
   646.011466  8.077D-13  2.801D-03   102.9746 .0763 .71  16
   646.044912  8.077D-13  2.790D-03   115.8452 .0757 .73  17
   646.080329  8.077D-13  2.761D-03   129.4725 .0752 .74  18
   646.117716  8.077D-13  2.714D-03   143.8565 .0746 .75  19
   646.157075  8.077D-13  2.650D-03   158.9972 .0741 .76  20
   646.198406  8.077D-13  2.573D-03   174.8945 .0737 .76  21
   646.241710  8.077D-13  2.483D-03   191.5484 .0732 .77  22
   646.286988  8.077D-13  2.383D-03   208.9587 .0728 .77  23
   646.334239  8.077D-13  2.275D-03   227.1255 .0725 .78  24
   646.383465  8.077D-13  2.159D-03   246.0486 .0722 .78  25
   646.434667  8.077D-13  2.039D-03   265.7279 .0719 .78  26
   646.487845  8.077D-13  1.916D-03   286.1635 .0716 .78  27
   646.543000  8.077D-13  1.791D-03   307.3551 .0714 .78  28
   646.600133  8.077D-13  1.667D-03   329.3028 .0712 .78  29
   646.659245  8.077D-13  1.543D-03   352.0064 .0711 .78  30
   646.720337  8.077D-13  1.422D-03   375.4658 .0709 .78  31
   646.783408  8.077D-13  1.304D-03   399.6810 .0707 .78  32
   646.848462  8.077D-13  1.191D-03   424.6519 .0706 .78  33
   646.915498  8.077D-13  1.082D-03   450.3783 .0704 .78  34
   646.984517  8.077D-13  9.790D-04   476.8602 .0703 .78  35
   647.055521  8.077D-13  8.817D-04   504.0974 .0702 .78  36
   647.128510  8.077D-13  7.907D-04   532.0899 .0701 .78  37
   647.203486  8.077D-13  7.059D-04   560.8376 .0700 .78  38
   647.280449  8.077D-13  6.275D-04   590.3402 .0699 .78  39
   647.359401  8.077D-13  5.554D-04   620.5978 .0698 .78  40
   647.440344  8.077D-13  4.894D-04   651.6101 .0697 .78  41
   647.523277  8.077D-13  4.295D-04   683.3771 .0696 .78  42
   647.608203  8.077D-13  3.753D-04   715.8987 .0695 .78  43
   647.695123  8.077D-13  3.266D-04   749.1747 .0693 .78  44
   647.784038  8.077D-13  2.831D-04   783.2049 .0692 .77  45
   647.874949  8.077D-13  2.443D-04   817.9893 .0691 .77  46
   647.967857  8.077D-13  2.099D-04   853.5277 .0689 .77  47
   648.062765  8.077D-13  1.797D-04   889.8200 .0688 .77  48
   648.159673  8.077D-13  1.532D-04   926.8660 .0686 .76  49
   648.258583  8.077D-13  1.300D-04   964.6656 .0685 .76  50
   648.359496  8.077D-13  1.100D-04  1003.2186 .0682 .76  51
   648.462415  8.077D-13  9.260D-05  1042.5249 .0680 .75  52
   648.567339  8.077D-13  7.767D-05  1082.5844 .0678 .75  53
   648.674271  8.077D-13  6.488D-05  1123.3968 .0676 .75  54
   648.783213  8.077D-13  5.398D-05  1164.9620 .0674 .74  55
   648.894166  8.077D-13  4.474D-05  1207.2798 .0671 .74  56
   649.007132  8.077D-13  3.693D-05  1250.3501 .0668 .73  57
   649.122112  8.077D-13  3.036D-05  1294.1727 .0666 .73  58
   649.239109  8.077D-13  2.487D-05  1338.7475 .0663 .73  59
   649.358122  8.077D-13  2.029D-05  1384.0742 .0661 .72  60
   649.479156  8.077D-13  1.648D-05  1430.1527 .0658 .72  61
   649.602211  8.077D-13  1.334D-05  1476.9828 .0655 .71  62
   649.727290  8.077D-13  1.076D-05  1524.5643 .0653 .71  63
   649.854392  8.077D-13  8.638D-06  1572.8970 .0650 .70  64
   649.983523  8.077D-13  6.910D-06  1621.9808 .0647 .70  65
   650.114681  8.077D-13  5.506D-06  1671.8153 .0644 .69  66
   650.247872  8.077D-13  4.371D-06  1722.4006 .0641 .69  67
   650.383093  8.077D-13  3.456D-06  1773.7362 .0639 .68  68
   650.520352  8.077D-13  2.722D-06  1825.8222 .0635 .68  69
   650.659644  8.077D-13  2.136D-06  1878.6581 .0633 .67  70
