 -1.813D-03  7.906D-01
 -2.294D-03  7.808D-01
 -1.772D-03  7.822D-01
 -3.735D-04  7.947D-01
 -3.769D-03  7.692D-01
 -1.672D-03  7.720D-01
 -6.069D-04  7.685D-01
 -5.371D-04  7.699D-01
 -4.920D-03  7.568D-01
 -1.558D-03  7.587D-01
 -1.411D-04  7.971D-01
 -1.145D-03  7.443D-01
 -6.401D-04  7.490D-01
 -5.809D-03  7.421D-01
 -1.447D-03  7.420D-01
 -2.539D-04  7.471D-01
 -2.339D-04  7.486D-01
 -1.641D-03  7.233D-01
 -6.969D-04  7.268D-01
 -6.494D-03  7.251D-01
 -1.344D-03  7.218D-01
 -6.954D-05  7.987D-01
 -5.122D-04  7.067D-01
 -3.103D-04  7.145D-01
 -2.071D-03  7.009D-01
 -7.227D-04  7.017D-01
 -7.021D-03  7.056D-01
 -1.248D-03  6.977D-01
 -1.310D-04  7.177D-01
 -1.228D-04  7.192D-01
 -7.710D-04  6.756D-01
 -3.665D-04  6.819D-01
 -2.435D-03  6.764D-01
 -7.280D-04  6.731D-01
 -7.420D-03  6.838D-01
 -1.161D-03  6.697D-01
 -3.986D-05  7.998D-01
 -2.737D-04  6.564D-01
 -1.725D-04  6.688D-01
 -1.010D-03  6.445D-01
 -4.047D-04  6.472D-01
 -2.737D-03  6.496D-01
 -7.199D-04  6.405D-01
 -7.716D-03  6.597D-01
 -1.080D-03  6.373D-01
 -7.630D-05  6.808D-01
 -7.213D-05  6.823D-01
 -4.242D-04  6.133D-01
 -2.136D-04  6.237D-01
 -1.222D-03  6.118D-01
 -4.284D-04  6.091D-01
 -2.984D-03  6.204D-01
 -7.027D-04  6.036D-01
 -7.926D-03  6.333D-01
 -1.005D-03  6.002D-01
 -2.519D-05  8.004D-01
 -1.621D-04  5.929D-01
 -1.046D-04  6.116D-01
 -5.688D-04  5.722D-01
 -2.453D-04  5.778D-01
 -1.406D-03  5.768D-01
 -4.408D-04  5.669D-01
 -3.182D-03  5.887D-01
 -6.794D-04  5.619D-01
 -8.064D-03  6.049D-01
 -9.351D-04  5.581D-01
 -4.806D-05  6.367D-01
 -4.567D-05  6.384D-01
 -2.557D-04  5.350D-01
 -1.334D-04  5.513D-01
 -7.011D-04  5.299D-01
 -2.681D-04  5.286D-01
 -1.562D-03  5.392D-01
 -4.444D-04  5.197D-01
 -3.337D-03  5.547D-01
 -6.522D-04  5.149D-01
 -8.141D-03  5.744D-01
 -8.696D-04  5.102D-01
 -1.704D-05  8.007D-01
 -1.025D-04  5.150D-01
 -6.733D-05  5.423D-01
 -3.480D-04  4.817D-01
 -1.570D-04  4.917D-01
 -8.183D-04  4.851D-01
 -2.831D-04  4.747D-01
 -1.691D-03  4.989D-01
 -4.411D-04  4.668D-01
 -3.453D-03  5.182D-01
 -6.223D-04  4.617D-01
 -8.165D-03  5.419D-01
 -8.081D-04  4.560D-01
 -3.196D-05  5.860D-01
 -3.048D-05  5.877D-01
 -1.634D-04  4.383D-01
 -8.731D-05  4.631D-01
 -4.340D-04  4.276D-01
 -1.752D-04  4.288D-01
 -9.197D-04  4.375D-01
