  4.774D+00 -8.468D-01
  2.210D+00 -7.380D-01
  1.186D+00 -5.692D-01
  6.990D-01 -3.249D-01
  4.009D-01  9.643D-02
  2.448D-01  6.970D-01
  1.058D-01  2.663D+00
  5.308D-02  5.928D+00
 -3.564D-02 -1.051D+01
 -4.128D-02 -8.814D+00
 -1.124D-01 -3.598D+00
 -9.043D-02 -4.095D+00
 -1.569D-01 -2.578D+00
 -1.155D-01 -3.083D+00
 -1.832D-01 -2.126D+00
 -1.264D-01 -2.623D+00
 -1.986D-01 -1.852D+00
 -1.286D-01 -2.355D+00
 -2.072D-01 -1.660D+00
 -1.252D-01 -2.182D+00
 -2.117D-01 -1.514D+00
 -1.181D-01 -2.068D+00
 -2.137D-01 -1.400D+00
 -1.084D-01 -2.001D+00
 -2.144D-01 -1.307D+00
 -9.671D-02 -1.977D+00
 -2.148D-01 -1.232D+00
 -8.327D-02 -2.008D+00
 -2.160D-01 -1.171D+00
 -6.782D-02 -2.129D+00
 -2.189D-01 -1.120D+00
 -4.940D-02 -2.466D+00
 -2.252D-01 -1.076D+00
 -2.570D-02 -3.805D+00
 -2.380D-01 -1.038D+00
  9.354D-03  7.320D+00
 -2.644D-01 -1.003D+00
  7.662D-02  2.762D-01
 -3.287D-01 -9.667D-01
  3.200D-01 -4.068D-01
 -5.966D-01 -9.247D-01
 -9.098D-01 -6.577D-01
  8.324D-01 -8.628D-01
 -2.678D-01 -7.877D-01
  1.033D-01 -7.202D-01
 -1.737D-01 -8.705D-01
  4.862D-03  2.174D+00
 -1.325D-01 -9.346D-01
 -3.336D-02 -1.269D+00
 -1.071D-01 -9.980D-01
 -5.402D-02 -1.085D+00
 -8.759D-02 -1.084D+00
 -6.825D-02 -1.014D+00
 -6.819D-02 -1.267D+00
 -8.138D-02 -9.665D-01
 -3.314D-02 -2.498D+00
 -9.983D-02 -9.244D-01
 -2.830D-01 -1.095D-01
 -1.517D-01 -8.790D-01
 -9.708D-02 -5.783D-01
  3.367D-01 -8.172D-01
 -7.660D-02 -6.920D-01
 -8.630D-03 -9.005D-01
 -7.290D-02 -6.008D-01
 -4.369D-02 -6.721D-01
 -6.214D-02 -6.456D-01
 -7.495D-02 -4.414D-01
 -6.363D-02 -4.668D-01
