 -3.541D-03  7.865D-01
 -3.282D-03  7.806D-01
 -3.621D-03  7.860D-01
 -1.355D-03  7.890D-01
 -4.532D-03  7.732D-01
 -3.468D-03  7.848D-01
 -1.219D-03  7.815D-01
 -1.663D-03  7.875D-01
 -5.439D-03  7.636D-01
 -3.278D-03  7.830D-01
 -7.576D-04  7.908D-01
 -1.739D-03  7.724D-01
 -1.802D-03  7.855D-01
 -6.139D-03  7.518D-01
 -3.091D-03  7.809D-01
 -6.820D-04  7.827D-01
 -9.934D-04  7.889D-01
 -2.149D-03  7.610D-01
 -1.862D-03  7.831D-01
 -6.690D-03  7.381D-01
 -2.919D-03  7.785D-01
 -4.982D-04  7.921D-01
 -9.797D-04  7.729D-01
 -1.134D-03  7.866D-01
 -2.492D-03  7.477D-01
 -1.881D-03  7.805D-01
 -7.124D-03  7.226D-01
 -2.763D-03  7.762D-01
 -4.512D-04  7.840D-01
 -6.764D-04  7.902D-01
 -1.219D-03  7.608D-01
 -1.224D-03  7.840D-01
 -2.784D-03  7.327D-01
 -1.874D-03  7.778D-01
 -7.463D-03  7.054D-01
 -2.622D-03  7.739D-01
 -3.584D-04  7.932D-01
 -6.511D-04  7.743D-01
 -7.947D-04  7.879D-01
 -1.424D-03  7.470D-01
 -1.281D-03  7.813D-01
 -3.031D-03  7.163D-01
 -1.853D-03  7.753D-01
 -7.723D-03  6.868D-01
 -2.495D-03  7.720D-01
 -3.269D-04  7.854D-01
 -4.975D-04  7.914D-01
 -8.124D-04  7.624D-01
 -8.790D-04  7.854D-01
 -1.603D-03  7.318D-01
 -1.316D-03  7.788D-01
 -3.240D-03  6.987D-01
 -1.823D-03  7.732D-01
 -7.916D-03  6.668D-01
 -2.380D-03  7.705D-01
 -2.730D-04  7.940D-01
 -4.737D-04  7.762D-01
 -5.956D-04  7.893D-01
 -9.515D-04  7.490D-01
 -9.403D-04  7.830D-01
 -1.759D-03  7.155D-01
 -1.336D-03  7.766D-01
 -3.414D-03  6.801D-01
 -1.788D-03  7.714D-01
 -8.051D-03  6.457D-01
 -2.276D-03  7.696D-01
 -2.507D-04  7.867D-01
 -3.850D-04  7.924D-01
 -5.924D-04  7.650D-01
 -6.697D-04  7.871D-01
 -1.074D-03  7.343D-01
 -9.849D-04  7.808D-01
 -1.896D-03  6.982D-01
 -1.344D-03  7.747D-01
 -3.556D-03  6.606D-01
 -1.750D-03  7.702D-01
 -8.137D-03  6.236D-01
 -2.181D-03  7.693D-01
 -2.165D-04  7.946D-01
 -3.649D-04  7.782D-01
 -4.672D-04  7.906D-01
 -6.950D-04  7.525D-01
 -7.269D-04  7.850D-01
 -1.183D-03  7.188D-01
 -1.017D-03  7.790D-01
 -2.013D-03  6.804D-01
 -1.345D-03  7.735D-01
 -3.671D-03  6.405D-01
 -1.711D-03  7.697D-01
 -8.180D-03  6.008D-01
 -2.095D-03  7.698D-01
 -2.000D-04  7.878D-01
 -3.089D-04  7.932D-01
 -4.574D-04  7.681D-01
 -5.315D-04  7.888D-01
 -7.857D-04  7.390D-01
 -7.716D-04  7.833D-01
 -1.279D-03  7.027D-01
 -1.040D-03  7.776D-01
 -2.114D-03  6.621D-01
 -1.340D-03  7.728D-01
 -3.761D-03  6.199D-01
 -1.672D-03  7.699D-01
 -8.186D-03  5.773D-01
 -2.016D-03  7.711D-01
 -1.768D-04  7.949D-01
 -2.923D-04  7.802D-01
 -3.787D-04  7.917D-01
 -5.375D-04  7.568D-01
 -5.832D-04  7.871D-01
 -8.666D-04  7.248D-01
 -8.064D-04  7.820D-01
 -1.363D-03  6.862D-01
 -1.055D-03  7.769D-01
 -2.199D-03  6.435D-01
 -1.331D-03  7.728D-01
 -3.829D-03  5.990D-01
 -1.633D-03  7.709D-01
 -8.161D-03  5.533D-01
 -1.944D-03  7.732D-01
 -1.642D-04  7.887D-01
 -2.546D-04  7.938D-01
 -3.673D-04  7.712D-01
 -4.348D-04  7.903D-01
 -6.084D-04  7.446D-01
 -6.251D-04  7.859D-01
 -9.387D-04  7.102D-01
 -8.335D-04  7.811D-01
 -1.437D-03  6.696D-01
 -1.064D-03  7.768D-01
 -2.270D-03  6.249D-01
 -1.319D-03  7.736D-01
 -3.877D-03  5.780D-01
 -1.595D-03  7.726D-01
 -8.107D-03  5.291D-01
 -1.877D-03  7.761D-01
 -1.476D-04  7.950D-01
 -2.409D-04  7.820D-01
 -3.146D-04  7.926D-01
 -4.324D-04  7.613D-01
 -4.810D-04  7.891D-01
 -6.719D-04  7.321D-01
 -6.592D-04  7.850D-01
 -1.003D-03  6.955D-01
 -8.545D-04  7.809D-01
 -1.501D-03  6.530D-01
 -1.070D-03  7.773D-01
 -2.327D-03  6.064D-01
 -1.305D-03  7.751D-01
 -3.907D-03  5.569D-01
 -1.559D-03  7.752D-01
 -8.029D-03  5.047D-01
 -1.816D-03  7.799D-01
 -1.378D-04  7.894D-01
 -2.142D-04  7.941D-01
 -3.035D-04  7.742D-01
 -3.639D-04  7.915D-01
 -4.901D-04  7.507D-01
 -5.195D-04  7.883D-01
 -7.288D-04  7.193D-01
 -6.871D-04  7.847D-01
 -1.060D-03  6.809D-01
 -8.704D-04  7.813D-01
 -1.556D-03  6.367D-01
 -1.071D-03  7.786D-01
 -2.372D-03  5.880D-01
 -1.290D-03  7.773D-01
 -3.921D-03  5.361D-01
 -1.524D-03  7.785D-01
 -7.931D-03  4.803D-01
 -1.760D-03  7.843D-01
 -1.256D-04  7.949D-01
