 -8.286D-03  7.728D-01
 -4.255D-03  7.701D-01
 -7.435D-03  7.597D-01
 -2.417D-03  7.690D-01
 -4.515D-03  7.507D-01
 -6.840D-03  7.436D-01
 -1.600D-03  7.661D-01
 -2.535D-03  7.446D-01
 -4.796D-03  7.293D-01
 -6.356D-03  7.246D-01
 -1.119D-03  7.632D-01
 -1.749D-03  7.345D-01
 -2.617D-03  7.184D-01
 -5.059D-03  7.061D-01
 -5.937D-03  7.029D-01
 -8.248D-04  7.596D-01
 -1.231D-03  7.248D-01
 -1.886D-03  7.024D-01
 -2.662D-03  6.904D-01
 -5.291D-03  6.812D-01
 -5.561D-03  6.785D-01
 -6.279D-04  7.559D-01
 -9.232D-04  7.132D-01
 -1.325D-03  6.867D-01
 -2.007D-03  6.692D-01
 -2.676D-03  6.601D-01
 -5.485D-03  6.545D-01
 -5.217D-03  6.514D-01
 -4.918D-04  7.517D-01
 -7.067D-04  7.012D-01
 -1.011D-03  6.683D-01
 -1.396D-03  6.480D-01
 -2.111D-03  6.347D-01
 -2.662D-03  6.276D-01
 -5.643D-03  6.261D-01
 -4.898D-03  6.216D-01
 -3.932D-04  7.474D-01
 -5.574D-04  6.881D-01
 -7.747D-04  6.492D-01
 -1.086D-03  6.234D-01
 -1.448D-03  6.077D-01
 -2.199D-03  5.987D-01
 -2.626D-03  5.925D-01
 -5.763D-03  5.961D-01
 -4.600D-03  5.891D-01
 -3.202D-04  7.429D-01
 -4.467D-04  6.745D-01
 -6.158D-04  6.282D-01
 -8.308D-04  5.978D-01
 -1.149D-03  5.779D-01
 -1.481D-03  5.655D-01
 -2.271D-03  5.610D-01
 -2.573D-03  5.547D-01
 -5.849D-03  5.644D-01
 -4.320D-03  5.538D-01
 -2.645D-04  7.382D-01
 -3.644D-04  6.600D-01
 -4.939D-04  6.063D-01
 -6.661D-04  5.697D-01
 -8.746D-04  5.456D-01
 -1.201D-03  5.309D-01
 -1.497D-03  5.208D-01
 -2.329D-03  5.217D-01
 -2.505D-03  5.141D-01
 -5.903D-03  5.312D-01
 -4.056D-03  5.156D-01
 -2.214D-04  7.335D-01
 -3.008D-04  6.451D-01
 -4.041D-04  5.829D-01
 -5.339D-04  5.400D-01
 -7.081D-04  5.109D-01
 -9.067D-04  4.917D-01
 -1.242D-03  4.822D-01
 -1.498D-03  4.733D-01
 -2.371D-03  4.805D-01
 -2.427D-03  4.705D-01
 -5.927D-03  4.966D-01
 -3.806D-03  4.744D-01
 -1.873D-04  7.287D-01
 -2.514D-04  6.297D-01
 -3.333D-04  5.584D-01
 -4.383D-04  5.081D-01
 -5.661D-04  4.734D-01
 -7.421D-04  4.508D-01
 -9.279D-04  4.352D-01
 -1.274D-03  4.315D-01
 -1.487D-03  4.227D-01
 -2.401D-03  4.376D-01
 -2.341D-03  4.237D-01
 -5.924D-03  4.605D-01
 -3.570D-03  4.301D-01
 -1.599D-04  7.238D-01
 -2.120D-04  6.139D-01
 -2.784D-04  5.327D-01
 -3.611D-04  4.744D-01
 -4.668D-04  4.334D-01
 -5.907D-04  4.050D-01
 -7.685D-04  3.887D-01
 -9.391D-04  3.756D-01
 -1.297D-03  3.786D-01
 -1.466D-03  3.686D-01
 -2.418D-03  3.929D-01
 -2.249D-03  3.734D-01
 -5.896D-03  4.232D-01
 -3.345D-03  3.824D-01
 -1.377D-04  7.190D-01
 -1.803D-04  5.977D-01
 -2.342D-04  5.060D-01
 -3.018D-04  4.386D-01
 -3.838D-04  3.901D-01
 -4.896D-04  3.570D-01
 -6.080D-04  3.336D-01
 -7.880D-04  3.237D-01
 -9.414D-04  3.121D-01
 -1.311D-03  3.231D-01
 -1.435D-03  3.105D-01
 -2.423D-03  3.463D-01
 -2.153D-03  3.193D-01
 -5.847D-03  3.846D-01
 -3.132D-03  3.311D-01
 -1.195D-04  7.142D-01
 -1.545D-04  5.813D-01
 -1.987D-04  4.782D-01
 -2.532D-04  4.007D-01
 -3.211D-04  3.441D-01
 -4.012D-04  3.034D-01
 -5.069D-04  2.775D-01
 -6.185D-04  2.580D-01
 -8.011D-04  2.554D-01
 -9.357D-04  2.440D-01
 -1.318D-03  2.649D-01
 -1.397D-03  2.480D-01
 -2.417D-03  2.979D-01
 -2.053D-03  2.610D-01
 -5.778D-03  3.449D-01
 -2.929D-03  2.760D-01
 -1.044D-04  7.096D-01
 -1.332D-04  5.647D-01
 -1.695D-04  4.494D-01
 -2.145D-04  3.606D-01
 -2.687D-04  2.943D-01
 -3.362D-04  2.467D-01
 -4.136D-04  2.123D-01
 -5.192D-04  1.938D-01
 -6.226D-04  1.770D-01
 -8.083D-04  1.831D-01
 -9.231D-04  1.704D-01
 -1.318D-03  2.038D-01
 -1.352D-03  1.804D-01
 -2.402D-03  2.475D-01
 -1.952D-03  1.981D-01
 -5.692D-03  3.041D-01
 -2.736D-03  2.164D-01
 -9.173D-05  7.050D-01
 -1.156D-04  5.480D-01
 -1.455D-04  4.195D-01
 -1.823D-04  3.182D-01
 -2.273D-04  2.410D-01
 -2.805D-04  1.835D-01
 -3.474D-04  1.441D-01
 -4.211D-04  1.149D-01
 -5.266D-04  1.045D-01
 -6.211D-04  8.934D-02
 -8.103D-04  1.063D-01
 -9.044D-04  9.052D-02
 -1.312D-03  1.395D-01
 -1.303D-03  1.069D-01
 -2.378D-03  1.952D-01
 -1.851D-03  1.299D-01
 -5.591D-03  2.623D-01
 -2.553D-03  1.520D-01
 -8.105D-05  7.005D-01
 -1.008D-04  5.312D-01
 -1.255D-04  3.886D-01
 -1.559D-04  2.734D-01
 -1.925D-04  1.833D-01
 -2.371D-04  1.157D-01
 -2.886D-04  6.540D-02
 -3.548D-04  3.422D-02
 -4.242D-04  9.019D-03
 -5.298D-04  8.364D-03
 -6.145D-04 -6.637D-03
 -8.075D-04  2.420D-02
 -8.806D-04  3.020D-03
 -1.300D-03  7.173D-02
 -1.250D-03  2.661D-02
 -2.346D-03  1.409D-01
 -1.749D-03  5.554D-02
 -5.477D-03  2.194D-01
 -2.379D-03  8.209D-02
 -7.197D-05  6.962D-01
 -8.832D-05  5.144D-01
 -1.088D-04  3.567D-01
 -1.338D-04  2.258D-01
 -1.642D-04  1.212D-01
 -2.000D-04  3.991D-02
 -2.439D-04 -1.912D-02
 -2.933D-04 -6.347D-02
 -3.587D-04 -8.552D-02
 -4.232D-04 -1.078D-01
 -5.291D-04 -9.609D-02
 -6.034D-04 -1.128D-01
 -8.004D-04 -6.399D-02
 -8.525D-04 -9.361D-02
 -1.283D-03  6.516D-05
 -1.194D-03 -6.168D-02
 -2.307D-03  8.438D-02
 -1.649D-03 -2.585D-02
 -5.353D-03  1.756D-01
 -2.213D-03  5.752D-03
 -6.420D-05  6.920D-01
 -7.773D-05  4.976D-01
 -9.466D-05  3.237D-01
 -1.154D-04  1.753D-01
 -1.402D-04  5.338D-02
 -1.701D-04 -4.278D-02
 -2.049D-04 -1.171D-01
 -2.479D-04 -1.676D-01
 -2.947D-04 -2.071D-01
 -3.593D-04 -2.180D-01
 -4.184D-04 -2.389D-01
 -5.250D-04 -2.108D-01
 -5.884D-04 -2.318D-01
 -7.895D-04 -1.593D-01
 -8.208D-04 -2.013D-01
 -1.261D-03 -7.591D-02
 -1.135D-03 -1.596D-01
 -2.262D-03  2.562D-02
 -1.549D-03 -1.156D-01
 -5.219D-03  1.308D-01
 -2.056D-03 -7.806D-02
 -5.751D-05  6.880D-01
 -6.868D-05  4.809D-01
 -8.267D-05  2.898D-01
 -9.972D-05  1.216D-01
 -1.203D-04 -2.031D-02
 -1.446D-04 -1.361D-01
 -1.739D-04 -2.252D-01
 -2.072D-04 -2.941D-01
 -2.493D-04 -3.350D-01
 -2.932D-04 -3.708D-01
 -3.571D-04 -3.670D-01
 -4.105D-04 -3.883D-01
 -5.177D-04 -3.380D-01
 -5.701D-04 -3.668D-01
 -7.753D-04 -2.629D-01
 -7.863D-04 -3.229D-01
 -1.236D-03 -1.567D-01
 -1.076D-03 -2.692D-01
 -2.211D-03 -3.559D-02
 -1.452D-03 -2.154D-01
 -5.077D-03  8.503D-02
 -1.906D-03 -1.708D-01
 -5.172D-05  6.842D-01
 -6.091D-05  4.644D-01
 -7.241D-05  2.547D-01
 -8.648D-05  6.436D-02
 -1.033D-04 -1.015D-01
 -1.235D-04 -2.400D-01
 -1.471D-04 -3.523D-01
 -1.756D-04 -4.349D-01
 -2.072D-04 -4.998D-01
 -2.484D-04 -5.286D-01
 -2.890D-04 -5.620D-01
 -3.524D-04 -5.377D-01
 -3.997D-04 -5.622D-01
 -5.078D-04 -4.808D-01
 -5.491D-04 -5.227D-01
 -7.581D-04 -3.765D-01
 -7.496D-04 -4.618D-01
 -1.207D-03 -2.431D-01
 -1.015D-03 -3.933D-01
 -2.156D-03 -9.944D-02
 -1.357D-03 -3.274D-01
 -4.930D-03  3.834D-02
 -1.764D-03 -2.742D-01
 -4.668D-05  6.805D-01
 -5.420D-05  4.480D-01
 -6.363D-05  2.186D-01
 -7.515D-05  3.029D-03
 -8.905D-05 -1.910D-01
 -1.055D-04 -3.593D-01
 -1.252D-04 -4.975D-01
 -1.477D-04 -6.095D-01
 -1.754D-04 -6.849D-01
 -2.051D-04 -7.475D-01
 -2.454D-04 -7.587D-01
 -2.826D-04 -7.921D-01
 -3.455D-04 -7.372D-01
 -3.866D-04 -7.696D-01
 -4.957D-04 -6.436D-01
 -5.259D-04 -7.063D-01
 -7.385D-04 -5.020D-01
 -7.113D-04 -6.233D-01
 -1.175D-03 -3.358D-01
 -9.547D-04 -5.358D-01
 -2.096D-03 -1.662D-01
 -1.265D-03 -4.547D-01
 -4.778D-03 -9.316D-03
 -1.630D-03 -3.908D-01
 -4.227D-05  6.771D-01
 -4.838D-05  4.318D-01
 -5.605D-05  1.813D-01
 -6.547D-05 -6.283D-02
 -7.679D-05 -2.912D-01
 -9.037D-05 -4.959D-01
 -1.062D-04 -6.733D-01
