 -3.550D-01 -9.145D-01
 -4.879D-01 -8.768D-01
  1.024D+00 -9.769D-01
  5.381D-01 -9.452D-01
 -2.893D-01 -7.513D-01
  1.859D-01 -1.055D+00
  8.639D-02 -1.448D+00
  9.830D-02 -1.257D+00
  1.305D-01 -1.191D+00
  1.272D+02 -3.745D-01
  1.530D-01 -1.038D+00
  9.920D-02 -8.981D-01
 -1.869D+02 -5.841D-01
  7.015D-02 -9.707D-01
  5.769D-02 -1.306D+00
  4.626D-02 -1.268D+00
  7.084D-02 -9.665D-01
  6.098D-02 -5.014D-01
  7.250D-02 -7.484D-01
  4.575D-02 -5.565D-01
  8.553D-02 -4.174D-01
  3.731D-02 -5.240D-01
  3.346D-02 -1.059D+00
  4.004D-02  2.946D-01
  4.188D-02 -4.721D-01
  2.845D-02 -6.178D-02
  3.991D-02 -1.931D-01
  2.397D-02  6.255D-02
  3.770D-02  1.608D-01
  2.081D-02  1.233D-01
  9.230D-03 -6.662D+00
  1.669D-02  5.537D-01
  2.411D-02  1.166D-01
  1.412D-02  7.680D-01
  2.141D-02  5.611D-01
  1.199D-02  1.033D+00
  1.810D-02  1.097D+00
  8.754D-03  1.519D+00
  1.310D-02  3.683D+00
  7.478D-03  1.898D+00
  1.365D-02  6.568D-01
  6.014D-03  2.454D+00
  1.042D-02  1.710D+00
  6.348D-03  2.669D+00
  7.537D-03  2.971D+00
  3.127D-03  4.693D+00
  3.539D-03  8.609D+00
  2.166D-03  6.765D+00
  1.009D-02  2.211D-01
  1.328D-03  1.093D+01
  4.185D-03  4.092D+00
  2.426D-04  5.631D+01
  1.718D-03  1.178D+01
 -3.002D-04 -4.484D+01
 -9.285D-04 -2.520D+01
 -8.473D-04 -1.540D+01
 -2.933D-02 -2.830D+00
 -1.343D-03 -9.332D+00
  1.304D-03  1.015D+01
 -1.769D-03 -6.771D+00
 -1.267D-03 -1.286D+01
 -2.133D-03 -5.344D+00
 -3.121D-03 -5.670D+00
 -2.449D-03 -4.417D+00
 -6.370D-03 -3.333D+00
 -2.729D-03 -3.752D+00
  4.060D-03  7.501D-01
 -2.989D-03 -3.276D+00
 -2.215D-03 -6.361D+00
 -3.001D-03 -3.476D+00
