 -7.013D-03  7.801D-01
 -3.640D-03  7.771D-01
 -6.298D-03  7.690D-01
 -1.927D-03  7.763D-01
 -4.133D-03  7.594D-01
 -5.791D-03  7.549D-01
 -1.257D-03  7.725D-01
 -2.112D-03  7.533D-01
 -4.602D-03  7.406D-01
 -5.373D-03  7.379D-01
 -8.486D-04  7.695D-01
 -1.481D-03  7.418D-01
 -2.236D-03  7.293D-01
 -5.018D-03  7.202D-01
 -5.008D-03  7.181D-01
 -6.164D-04  7.648D-01
 -9.960D-04  7.314D-01
 -1.688D-03  7.120D-01
 -2.308D-03  7.034D-01
 -5.373D-03  6.981D-01
 -4.680D-03  6.954D-01
 -4.593D-04  7.605D-01
 -7.462D-04  7.176D-01
 -1.116D-03  6.953D-01
 -1.874D-03  6.818D-01
 -2.338D-03  6.753D-01
 -5.668D-03  6.741D-01
 -4.381D-03  6.698D-01
 -3.552D-04  7.550D-01
 -5.562D-04  7.041D-01
 -8.655D-04  6.746D-01
 -1.208D-03  6.590D-01
 -2.037D-03  6.505D-01
 -2.335D-03  6.447D-01
 -5.906D-03  6.484D-01
 -4.104D-03  6.411D-01
 -2.797D-04  7.496D-01
 -4.363D-04  6.882D-01
 -6.410D-04  6.536D-01
 -9.722D-04  6.329D-01
 -1.275D-03  6.212D-01
 -2.178D-03  6.179D-01
 -2.308D-03  6.112D-01
 -6.093D-03  6.209D-01
 -3.847D-03  6.095D-01
 -2.254D-04  7.436D-01
 -3.434D-04  6.722D-01
 -5.117D-04  6.295D-01
 -7.113D-04  6.048D-01
 -1.066D-03  5.910D-01
 -1.318D-03  5.812D-01
 -2.298D-03  5.837D-01
 -2.261D-03  5.747D-01
 -6.232D-03  5.917D-01
 -3.606D-03  5.747D-01
 -1.841D-04  7.376D-01
 -2.782D-04  6.543D-01
 -4.013D-04  6.045D-01
 -5.794D-04  5.740D-01
 -7.668D-04  5.555D-01
 -1.147D-03  5.481D-01
 -1.341D-03  5.385D-01
 -2.397D-03  5.478D-01
 -2.200D-03  5.350D-01
 -6.328D-03  5.608D-01
 -3.380D-03  5.366D-01
 -1.526D-04  7.311D-01
 -2.266D-04  6.361D-01
 -3.280D-04  5.769D-01
 -4.511D-04  5.406D-01
 -6.388D-04  5.193D-01
 -8.083D-04  5.043D-01
 -1.215D-03  5.037D-01
 -1.348D-03  4.927D-01
 -2.476D-03  5.101D-01
 -2.129D-03  4.919D-01
 -6.386D-03  5.283D-01
 -3.166D-03  4.950D-01
 -1.279D-04  7.247D-01
 -1.880D-04  6.165D-01
 -2.661D-04  5.481D-01
 -3.729D-04  5.049D-01
 -4.922D-04  4.773D-01
 -6.897D-04  4.639D-01
 -8.369D-04  4.504D-01
 -1.272D-03  4.575D-01
 -1.342D-03  4.433D-01
 -2.537D-03  4.707D-01
 -2.050D-03  4.451D-01
 -6.410D-03  4.944D-01
 -2.964D-03  4.498D-01
 -1.084D-04  7.181D-01
 -1.567D-04  5.965D-01
 -2.215D-04  5.171D-01
 -3.009D-04  4.659D-01
 -4.122D-04  4.344D-01
 -5.244D-04  4.122D-01
 -7.325D-04  4.069D-01
 -8.539D-04  3.929D-01
 -1.318D-03  4.092D-01
 -1.323D-03  3.898D-01
 -2.582D-03  4.295D-01
 -1.965D-03  3.943D-01
 -6.402D-03  4.591D-01
 -2.773D-03  4.006D-01
 -9.262D-05  7.115D-01
 -1.324D-04  5.755D-01
 -1.839D-04  4.845D-01
 -2.519D-04  4.246D-01
 -3.302D-04  3.849D-01
 -4.458D-04  3.633D-01
 -5.481D-04  3.440D-01
 -7.675D-04  3.476D-01
