   709.370366  4.479D-13  1.814D-05   646.5032 .0921 .75   1
   709.365098  4.480D-13  3.000D-05   648.0216 .0915 .75   2
   709.357198  4.479D-13  4.154D-05   650.2992 .0899 .75   3
   709.346665  4.480D-13  5.263D-05   653.3360 .0885 .74   4
   709.333501  4.479D-13  6.315D-05   657.1319 .0871 .74   5
   709.317707  4.480D-13  7.299D-05   661.6870 .0858 .73   6
   709.299286  4.479D-13  8.208D-05   667.0012 .0845 .72   7
   709.278238  4.480D-13  9.031D-05   673.0746 .0833 .71   8
   709.254567  4.479D-13  9.764D-05   679.9070 .0823 .70   9
   709.228275  4.480D-13  1.040D-04   687.4985 .0813 .70  10
   709.199365  4.479D-13  1.094D-04   695.8491 .0803 .69  11
   709.167840  4.480D-13  1.137D-04   704.9586 .0794 .69  12
   709.133703  4.479D-13  1.171D-04   714.8271 .0785 .69  13
   709.096959  4.480D-13  1.194D-04   725.4546 .0777 .69  14
   709.057611  4.479D-13  1.208D-04   736.8409 .0770 .70  15
   709.015664  4.480D-13  1.212D-04   748.9861 .0763 .71  16
   708.971121  4.479D-13  1.208D-04   761.8901 .0757 .73  17
   708.923990  4.480D-13  1.194D-04   775.5528 .0752 .74  18
   708.874273  4.479D-13  1.174D-04   789.9742 .0746 .75  19
   708.821977  4.480D-13  1.146D-04   805.1543 .0741 .76  20
   708.767107  4.480D-13  1.113D-04   821.0929 .0737 .76  21
   708.709671  4.480D-13  1.074D-04   837.7901 .0732 .77  22
   708.649672  4.480D-13  1.030D-04   855.2457 .0728 .77  23
   708.587120  4.480D-13  9.829D-05   873.4597 .0725 .78  24
   708.522020  4.480D-13  9.329D-05   892.4320 .0722 .78  25
   708.454380  4.479D-13  8.808D-05   912.1626 .0719 .78  26
   708.384206  4.480D-13  8.274D-05   932.6513 .0716 .78  27
   708.311508  4.479D-13  7.733D-05   953.8981 .0714 .78  28
   708.236293  4.480D-13  7.193D-05   975.9029 .0712 .78  29
   708.158569  4.479D-13  6.658D-05   998.6656 .0711 .78  30
   708.078345  4.480D-13  6.133D-05  1022.1862 .0709 .78  31
   707.995630  4.479D-13  5.623D-05  1046.4644 .0707 .78  32
   707.910433  4.480D-13  5.132D-05  1071.5004 .0706 .78  33
   707.822763  4.479D-13  4.663D-05  1097.2938 .0704 .78  34
   707.732631  4.480D-13  4.217D-05  1123.8447 .0703 .78  35
   707.640047  4.479D-13  3.797D-05  1151.1530 .0702 .78  36
   707.545020  4.480D-13  3.403D-05  1179.2185 .0701 .78  37
   707.447562  4.479D-13  3.037D-05  1208.0411 .0700 .78  38
   707.347683  4.480D-13  2.699D-05  1237.6207 .0699 .78  39
   707.245395  4.479D-13  2.388D-05  1267.9573 .0698 .78  40
   707.140709  4.480D-13  2.104D-05  1299.0504 .0697 .78  41
   707.033638  4.479D-13  1.845D-05  1330.9006 .0696 .78  42
   706.924191  4.480D-13  1.612D-05  1363.5068 .0695 .78  43
   706.812385  4.479D-13  1.402D-05  1396.8700 .0693 .78  44
   706.698226  4.480D-13  1.215D-05  1430.9888 .0692 .77  45
   706.581738  4.479D-13  1.048D-05  1465.8646 .0691 .77  46
   706.462918  4.480D-13  9.000D-06  1501.4954 .0689 .77  47
   706.341800  4.479D-13  7.700D-06  1537.8833 .0688 .77  48
   706.218374  4.480D-13  6.561D-06  1575.0254 .0686 .76  49
   706.092682  4.479D-13  5.567D-06  1612.9249 .0685 .76  50
   705.964704  4.480D-13  4.705D-06  1651.5776 .0682 .76  51
   705.834497  4.479D-13  3.960D-06  1690.9883 .0680 .75  52
   705.702026  4.480D-13  3.320D-06  1731.1510 .0678 .75  53
   705.567364  4.479D-13  2.772D-06  1772.0722 .0676 .75  54
   705.430459  4.480D-13  2.305D-06  1813.7442 .0674 .74  55
   705.291407  4.479D-13  1.909D-06  1856.1755 .0671 .74  56
   705.150130  4.480D-13  1.575D-06  1899.3559 .0668 .73  57
   705.006754  4.479D-13  1.294D-06  1943.2968 .0666 .73  58
   704.861168  4.480D-13  1.060D-06  1987.9848 .0663 .73  59
   704.713536  4.479D-13  8.638D-07  2033.4349 .0661 .72  60
   704.563708  4.480D-13  7.015D-07  2079.6295 .0658 .72  61
   704.411891  4.479D-13  5.674D-07  2126.5882 .0655 .71  62
   704.257889  4.480D-13  4.572D-07  2174.2885 .0653 .71  63
   704.101961  4.479D-13  3.669D-07  2222.7553 .0650 .70  64
   703.943854  4.480D-13  2.933D-07  2271.9604 .0647 .70  65
   703.783893  4.479D-13  2.336D-07  2321.9348 .0644 .69  66
   703.621752  4.480D-13  1.853D-07  2372.6436 .0641 .69  67
   703.457837  4.479D-13  1.464D-07  2424.1252 .0639 .68  68
   703.291736  4.480D-13  1.153D-07  2476.3364 .0635 .68  69
   703.123949  4.479D-13  9.037D-08  2529.3248 .0633 .67  70
