   655.266291  6.688D-11  7.873D-09  3006.3378 .0893 .75   2
   655.265379  7.477D-11  1.090D-08  3008.6705 .0877 .75   3
   655.280900  7.770D-11  1.380D-08  3011.7641 .0863 .74   4
   655.273402  7.913D-11  1.655D-08  3015.6578 .0849 .74   5
   655.303854  7.993D-11  1.913D-08  3020.2909 .0836 .73   6
   655.284991  8.043D-11  2.149D-08  3025.7505 .0823 .72   7
   655.335151  8.076D-11  2.364D-08  3031.9182 .0811 .71   8
   655.300145  8.099D-11  2.553D-08  3038.9483 .0800 .70   9
   655.374787  8.116D-11  2.718D-08  3046.6458 .0790 .70  10
   655.318864  8.128D-11  2.855D-08  3055.2510 .0780 .69  11
   655.422758  8.138D-11  2.968D-08  3064.4734 .0771 .69  12
   655.341146  8.145D-11  3.050D-08  3074.6584 .0762 .69  13
   655.479057  8.152D-11  3.109D-08  3085.4007 .0754 .69  14
   655.366991  8.156D-11  3.139D-08  3097.1701 .0747 .70  15
   655.543678  8.160D-11  3.148D-08  3109.4274 .0740 .71  16
   655.396397  8.164D-11  3.129D-08  3122.7858 .0734 .73  17
   655.616612  8.167D-11  3.094D-08  3136.5531 .0728 .74  18
   655.429360  8.169D-11  3.033D-08  3151.5050 .0722 .75  19
   655.697852  8.171D-11  2.960D-08  3166.7773 .0717 .76  20
   655.465879  8.173D-11  2.864D-08  3183.3272 .0713 .76  21
   655.787387  8.174D-11  2.763D-08  3200.0996 .0708 .77  22
   655.505950  8.176D-11  2.642D-08  3218.2519 .0704 .77  23
   655.885207  8.177D-11  2.520D-08  3236.5192 .0701 .78  24
   655.549566  8.178D-11  2.383D-08  3256.2786 .0698 .78  25
   655.991299  8.179D-11  2.250D-08  3276.0358 .0695 .78  26
   655.596723  8.180D-11  2.104D-08  3297.4065 .0692 .78  27
   656.105652  8.181D-11  1.967D-08  3318.6485 .0690 .78  28
   655.647412  8.181D-11  1.821D-08  3341.6351 .0687 .78  29
   656.228250  8.182D-11  1.686D-08  3364.3567 .0686 .78  30
   655.701623  8.182D-11  1.545D-08  3388.9634 .0684 .78  31
   656.359079  8.183D-11  1.417D-08  3413.1597 .0682 .78  32
   655.759347  8.183D-11  1.286D-08  3439.3909 .0681 .78  33
   656.498124  8.184D-11  1.169D-08  3465.0565 .0679 .78  34
   655.820569  8.184D-11  1.050D-08  3492.9165 .0678 .78  35
   656.645368  8.184D-11  9.464D-09  3520.0464 .0677 .78  36
   655.885273  8.185D-11  8.425D-09  3549.5395 .0676 .78  37
   656.800792  8.185D-11  7.527D-09  3578.1284 .0675 .78  38
   655.953442  8.185D-11  6.638D-09  3609.2588 .0674 .78  39
   656.964378  8.186D-11  5.882D-09  3639.3016 .0673 .78  40
   656.025052  8.186D-11  5.139D-09  3672.0734 .0672 .78  41
   657.136107  8.186D-11  4.516D-09  3703.5649 .0671 .78  42
   656.100081  8.186D-11  3.910D-09  3737.9824 .0670 .78  43
   657.315957  8.186D-11  3.409D-09  3770.9172 .0668 .78  44
   656.178498  8.186D-11  2.925D-09  3806.9845 .0667 .77  45
   657.503907  8.187D-11  2.529D-09  3841.3575 .0666 .77  46
   656.260272  8.187D-11  2.151D-09  3879.0787 .0664 .77  47
   657.699934  8.187D-11  1.845D-09  3914.8845 .0663 .77  48
   656.345365  8.187D-11  1.555D-09  3954.2637 .0661 .76  49
   657.904014  8.187D-11  1.324D-09  3991.4971 .0660 .76  50
   656.433736  8.187D-11  1.106D-09  4032.5383 .0658 .76  51
   658.116123  8.188D-11  9.343D-10  4071.1939 .0656 .75  52
   656.525338  8.187D-11  7.736D-10  4113.9011 .0654 .75  53
   658.336235  8.188D-11  6.486D-10  4153.9736 .0652 .75  54
   656.620119  8.187D-11  5.324D-10  4198.3508 .0650 .74  55
   658.564323  8.188D-11  4.430D-10  4239.8349 .0647 .74  56
   656.718020  8.188D-11  3.604D-10  4285.8859 .0645 .73  57
   658.800360  8.188D-11  2.977D-10  4328.7763 .0643 .73  58
   656.818976  8.188D-11  2.401D-10  4376.5051 .0640 .73  59
   659.044317  8.188D-11  1.968D-10  4420.7962 .0638 .72  60
   656.922915  8.188D-11  1.574D-10  4470.2067 .0636 .72  61
   659.296164  8.188D-11  1.281D-10  4515.8933 .0633 .71  62
   657.029759  8.188D-11  1.015D-10  4566.9892 .0631 .71  63
   659.555872  8.188D-11  8.202D-11  4614.0658 .0628 .70  64
   657.139418  8.188D-11  6.444D-11  4666.8510 .0626 .70  65
   659.823408  8.189D-11  5.169D-11  4715.3122 .0623 .69  66
   657.251799  8.188D-11  4.026D-11  4769.7904 .0620 .69  67
   660.098741  8.189D-11  3.207D-11  4819.6307 .0618 .68  68
   657.366797  8.188D-11  2.476D-11  4875.8057 .0615 .68  69
   660.381836  8.189D-11  1.958D-11  4927.0197 .0613 .67  70
