 1  73  13 6.672D-25  3710.7  3726.3   70
 1  49   4 1.585D-22  3711.4  3726.6   70
 1  59   7 1.141D-23  3712.0  3727.3   70
 1  51   4 1.428D-25  3946.3  3980.5   70
 1  39   2 4.059D-25  3970.3  4005.9   70
 1  41   1 1.439D-25  4591.1  4601.3   70
 1  42   1 2.052D-25  4753.5  4757.8   70
 1  65   4 1.134D-24  4754.3  4768.5   70
 2  58   2 2.425D-25  4850.9  4871.4   70
 1  83   7 1.880D-25  4926.1  4941.5   70
 1  70   4 2.804D-24  4937.5  4953.4   70
 1  58   2 2.602D-23  4944.4  4965.4   70
 2  60   2 1.816D-25  4992.4  5013.8   70
 1  60   2 1.118D-23  5104.7  5123.2   70
 1  74   4 1.391D-24  5124.1  5139.4   70
 2  51   1 7.417D-26  5144.2  5168.6   70
 1  61   2 4.199D-25  5213.9  5247.8   70
 1  62   2 5.889D-25  5263.1  5291.1   70
 1  51   1 2.409D-23  5290.4  5315.7   70
 1  82   2 3.654D-25  6174.5  6196.2   70
 1  84   2 3.776D-25  6334.3  6356.3   70
 1  76   1 9.260D-25  6515.1  6537.9   70
 1  78   1 1.376D-24  6654.8  6679.7   70
 1 108   4 1.733D-25  6852.7  6897.7   70
 1  93   2 1.403D-24  6886.7  6935.1   70
