 -1.037D+01 -8.469D-01
 -4.743D+00 -7.361D-01
 -2.636D+00 -5.773D-01
 -1.416D+00 -2.851D-01
 -9.848D-01 -1.889D-02
 -3.786D-01  1.324D+00
 -4.022D-01  1.148D+00
  9.304D-02 -9.196D+00
 -1.576D-01  3.919D+00
  3.560D-01 -2.818D+00
 -5.732D-02  1.113D+01
  5.241D-01 -2.018D+00
 -3.344D-02  1.772D+01
  6.457D-01 -1.657D+00
 -6.060D-02  8.434D+00
  7.491D-01 -1.427D+00
 -1.373D-01  2.924D+00
  8.618D-01 -1.253D+00
 -2.960D-01  8.384D-01
  1.035D+00 -1.107D+00
 -7.090D-01 -7.068D-02
  1.461D+00 -9.681D-01
 -5.074D+00 -5.312D-01
  6.074D+00 -8.057D-01
  1.437D+00 -7.975D-01
 -8.669D-01 -5.243D-01
  6.798D-01 -9.787D-01
 -9.452D-02  1.100D+00
  4.366D-01 -1.145D+00
  1.276D-01 -1.946D+00
  2.804D-01 -1.432D+00
  2.446D-01 -1.304D+00
  2.634D-02 -1.170D+01
  3.513D-01 -1.107D+00
  6.780D-01 -5.698D-01
  6.355D-01 -9.702D-01
  3.264D-01 -9.239D-01
 -3.471D-01 -6.852D-01
  1.923D-01 -1.458D+00
  9.872D-02 -1.369D+00
  3.921D-01 -4.491D-01
  2.028D-01 -1.074D+00
  2.222D-01 -9.157D-01
  3.457D-01 -9.783D-01
  3.388D-01 -1.993D-01
 -1.557D-01 -7.385D-01
  1.824D-01 -8.634D-01
  1.264D-01 -1.046D+00
  1.869D-01 -6.005D-01
  2.202D-01 -9.626D-01
  1.869D-01 -3.699D-01
 -2.947D-01 -8.469D-01
  2.059D-01  4.065D-02
  1.200D-01 -9.658D-01
  1.314D-01 -6.654D-01
  2.242D-01 -9.098D-01
  1.178D-01 -7.035D-01
  4.355D-02 -1.004D+00
  1.071D-01 -7.148D-01
  1.506D-01 -8.765D-01
  9.814D-02 -7.133D-01
 -1.514D-01 -8.390D-01
  9.095D-02 -6.946D-01
  1.321D-01 -7.676D-01
  8.674D-02 -6.357D-01
 -9.450D-01 -8.352D-01
  9.517D-02 -4.393D-01
  1.870D-01 -3.198D-01
