  4.567D+00 -8.499D-01
  2.118D+00 -7.448D-01
  1.148D+00 -5.842D-01
  6.730D-01 -3.467D-01
  4.011D-01  2.485D-02
  2.358D-01  6.401D-01
  1.222D-01  1.974D+00
  4.877D-02  6.007D+00
 -9.842D-03 -3.345D+01
 -4.554D-02 -7.562D+00
 -8.013D-02 -4.457D+00
 -9.682D-02 -3.664D+00
 -1.195D-01 -2.983D+00
 -1.251D-01 -2.757D+00
 -1.415D-01 -2.414D+00
 -1.400D-01 -2.323D+00
 -1.531D-01 -2.092D+00
 -1.466D-01 -2.057D+00
 -1.581D-01 -1.875D+00
 -1.480D-01 -1.871D+00
 -1.590D-01 -1.716D+00
 -1.459D-01 -1.733D+00
 -1.573D-01 -1.593D+00
 -1.417D-01 -1.627D+00
 -1.540D-01 -1.497D+00
 -1.362D-01 -1.544D+00
 -1.497D-01 -1.419D+00
 -1.298D-01 -1.479D+00
 -1.450D-01 -1.356D+00
 -1.230D-01 -1.428D+00
 -1.401D-01 -1.305D+00
 -1.160D-01 -1.389D+00
 -1.353D-01 -1.263D+00
 -1.090D-01 -1.359D+00
 -1.308D-01 -1.228D+00
 -1.021D-01 -1.338D+00
 -1.265D-01 -1.199D+00
 -9.529D-02 -1.324D+00
 -1.227D-01 -1.174D+00
 -8.860D-02 -1.316D+00
 -1.194D-01 -1.151D+00
 -8.204D-02 -1.314D+00
 -1.165D-01 -1.130D+00
 -7.555D-02 -1.318D+00
 -1.142D-01 -1.109D+00
 -6.909D-02 -1.331D+00
 -1.125D-01 -1.089D+00
 -6.254D-02 -1.353D+00
 -1.116D-01 -1.068D+00
 -5.578D-02 -1.390D+00
 -1.114D-01 -1.046D+00
 -4.856D-02 -1.454D+00
 -1.125D-01 -1.021D+00
 -4.050D-02 -1.569D+00
 -1.151D-01 -9.944D-01
 -3.086D-02 -1.815D+00
 -1.203D-01 -9.638D-01
 -1.807D-02 -2.619D+00
 -1.301D-01 -9.281D-01
  2.118D-03  1.683D+01
 -1.502D-01 -8.857D-01
  4.622D-02  3.080D-01
 -2.019D-01 -8.354D-01
  3.027D-01 -3.000D-01
 -5.235D-01 -7.857D-01
 -2.834D-01 -4.514D-01
  1.903D-01 -8.665D-01
 -7.865D-02 -5.048D-01
