  5139.384260  1.398D-12  2.625D-05  1337.4816 .0893 .75   2
  5139.366120  9.883D-13  3.633D-05  1339.8316 .0877 .75   3
  5139.341931  7.655D-13  4.600D-05  1342.9649 .0863 .74   4
  5139.311694  6.250D-13  5.516D-05  1346.8815 .0849 .74   5
  5139.275404  5.282D-13  6.372D-05  1351.5814 .0836 .73   6
  5139.233065  4.575D-13  7.159D-05  1357.0645 .0823 .72   7
  5139.184667  4.035D-13  7.870D-05  1363.3309 .0811 .71   8
  5139.130218  3.609D-13  8.500D-05  1370.3805 .0800 .70   9
  5139.069701  3.264D-13  9.044D-05  1378.2133 .0790 .70  10
  5139.003135  2.980D-13  9.499D-05  1386.8292 .0780 .69  11
  5138.930485  2.741D-13  9.864D-05  1396.2283 .0771 .69  12
  5138.851791  2.538D-13  1.014D-04  1406.4104 .0762 .69  13
  5138.766991  2.362D-13  1.032D-04  1417.3756 .0754 .69  14
  5138.676158  2.210D-13  1.042D-04  1429.1237 .0747 .70  15
  5138.579190  2.076D-13  1.044D-04  1441.6548 .0740 .71  16
  5138.476204  1.957D-13  1.038D-04  1454.9687 .0734 .73  17
  5138.367044  1.851D-13  1.025D-04  1469.0656 .0728 .74  18
  5138.251891  1.756D-13  1.005D-04  1483.9451 .0722 .75  19
  5138.130516  1.670D-13  9.787D-05  1499.6074 .0717 .76  20
  5138.003178  1.593D-13  9.476D-05  1516.0522 .0713 .76  21
  5137.869561  1.522D-13  9.120D-05  1533.2798 .0708 .77  22
  5137.730018  1.457D-13  8.727D-05  1551.2896 .0704 .77  23
  5137.584132  1.398D-13  8.304D-05  1570.0821 .0701 .78  24
  5137.432359  1.343D-13  7.859D-05  1589.6567 .0698 .78  25
  5137.274178  1.292D-13  7.397D-05  1610.0138 .0695 .78  26
  5137.110147  1.245D-13  6.927D-05  1631.1528 .0692 .78  27
  5136.939644  1.201D-13  6.453D-05  1653.0742 .0690 .78  28
  5136.763321  1.161D-13  5.982D-05  1675.7773 .0687 .78  29
  5136.580473  1.123D-13  5.517D-05  1699.2625 .0686 .78  30
  5136.391816  1.087D-13  5.064D-05  1723.5293 .0684 .78  31
  5136.196604  1.053D-13  4.626D-05  1748.5780 .0682 .78  32
  5135.995564  1.022D-13  4.206D-05  1774.4082 .0681 .78  33
  5135.787972  9.923D-14  3.806D-05  1801.0198 .0679 .78  34
  5135.574489  9.644D-14  3.428D-05  1828.4130 .0678 .78  35
  5135.354513  9.379D-14  3.073D-05  1856.5870 .0677 .78  36
  5135.128513  9.129D-14  2.743D-05  1885.5429 .0676 .78  37
  5134.896158  8.892D-14  2.437D-05  1915.2788 .0675 .78  38
  5134.657553  8.667D-14  2.156D-05  1945.7969 .0674 .78  39
  5134.412836  8.453D-14  1.898D-05  1977.0940 .0673 .78  40
  5134.161520  8.249D-14  1.664D-05  2009.1740 .0672 .78  41
  5133.904476  8.055D-14  1.453D-05  2042.0316 .0671 .78  42
  5133.640322  7.870D-14  1.263D-05  2075.6732 .0670 .78  43
  5133.371003  7.692D-14  1.093D-05  2110.0906 .0668 .78  44
  5133.093860  7.524D-14  9.416D-06  2145.2934 .0667 .77  45
  5132.812345  7.361D-14  8.079D-06  2181.2698 .0666 .77  46
  5132.522033  7.207D-14  6.903D-06  2218.0334 .0664 .77  47
  5132.228427  7.058D-14  5.872D-06  2255.5679 .0663 .77  48
  5131.924733  6.915D-14  4.975D-06  2293.8922 .0661 .76  49
  5131.619172  6.778D-14  4.197D-06  2332.9838 .0660 .76  50
  5131.301849  6.647D-14  3.526D-06  2372.8684 .0658 .76  51
  5130.984508  6.520D-14  2.950D-06  2413.5160 .0656 .75  52
  5130.653263  6.398D-14  2.458D-06  2454.9608 .0654 .75  53
  5130.324359  6.280D-14  2.039D-06  2497.1631 .0652 .75  54
  5129.978853  6.167D-14  1.685D-06  2540.1681 .0650 .74  55
  5129.638652  6.058D-14  1.387D-06  2583.9239 .0647 .74  56
  5129.278492  5.953D-14  1.136D-06  2628.4889 .0645 .73  57
  5128.927316  5.851D-14  9.276D-07  2673.7967 .0643 .73  58
  5128.552050  5.753D-14  7.540D-07  2719.9218 .0640 .73  59
  5128.190282  5.657D-14  6.105D-07  2766.7801 .0638 .72  60
  5127.799389  5.565D-14  4.922D-07  2814.4654 .0636 .72  61
  5127.427481  5.476D-14  3.953D-07  2862.8724 .0633 .71  62
  5127.020368  5.390D-14  3.161D-07  2912.1183 .0631 .71  63
  5126.638850  5.306D-14  2.519D-07  2962.0721 .0628 .70  64
  5126.214840  5.225D-14  1.998D-07  3012.8788 .0626 .70  65
  5125.824328  5.146D-14  1.580D-07  3064.3773 .0623 .69  66
  5125.382653  5.070D-14  1.243D-07  3116.7454 .0620 .69  67
  5124.983858  4.996D-14  9.747D-08  3169.7863 .0618 .68  68
  5124.523650  4.924D-14  7.609D-08  3223.7166 .0615 .68  69
  5124.117387  4.854D-14  5.920D-08  3278.2974 .0613 .67  70
