 -6.152D-03  7.857D-01
 -2.635D-03  7.883D-01
 -8.071D-03  7.721D-01
 -1.557D-03  7.902D-01
 -3.695D-03  7.736D-01
 -9.146D-03  7.509D-01
 -1.058D-03  7.918D-01
 -2.258D-03  7.755D-01
 -4.387D-03  7.523D-01
 -9.747D-03  7.233D-01
 -7.780D-04  7.930D-01
 -1.569D-03  7.778D-01
 -2.744D-03  7.552D-01
 -4.840D-03  7.263D-01
 -1.004D-02  6.906D-01
 -6.022D-04  7.941D-01
 -1.175D-03  7.802D-01
 -1.937D-03  7.591D-01
 -3.087D-03  7.314D-01
 -5.124D-03  6.971D-01
 -1.012D-02  6.541D-01
 -4.833D-04  7.948D-01
 -9.227D-04  7.826D-01
 -1.467D-03  7.637D-01
 -2.207D-03  7.381D-01
 -3.322D-03  7.060D-01
 -5.283D-03  6.662D-01
 -1.004D-02  6.154D-01
 -3.984D-04  7.953D-01
 -7.497D-04  7.848D-01
 -1.164D-03  7.683D-01
 -1.688D-03  7.456D-01
 -2.402D-03  7.165D-01
 -3.475D-03  6.802D-01
 -5.346D-03  6.349D-01
 -9.853D-03  5.757D-01
 -3.353D-04  7.955D-01
 -6.247D-04  7.867D-01
 -9.536D-04  7.726D-01
 -1.349D-03  7.530D-01
 -1.853D-03  7.276D-01
 -2.539D-03  6.954D-01
 -3.564D-03  6.553D-01
 -5.338D-03  6.045D-01
 -9.581D-03  5.363D-01
 -2.870D-04  7.955D-01
 -5.307D-04  7.882D-01
 -8.005D-04  7.765D-01
 -1.113D-03  7.600D-01
 -1.491D-03  7.384D-01
 -1.974D-03  7.107D-01
 -2.630D-03  6.760D-01
 -3.603D-03  6.322D-01
 -5.275D-03  5.758D-01
 -9.252D-03  4.982D-01
 -2.490D-04  7.951D-01
 -4.580D-04  7.892D-01
 -6.848D-04  7.797D-01
 -9.400D-04  7.662D-01
 -1.238D-03  7.482D-01
 -1.600D-03  7.251D-01
 -2.061D-03  6.958D-01
 -2.685D-03  6.587D-01
 -3.604D-03  6.115D-01
 -5.173D-03  5.495D-01
 -8.885D-03  4.622D-01
 -2.185D-04  7.945D-01
 -4.002D-04  7.898D-01
 -5.945D-04  7.822D-01
 -8.085D-04  7.714D-01
 -1.051D-03  7.569D-01
 -1.336D-03  7.380D-01
 -1.682D-03  7.138D-01
 -2.121D-03  6.831D-01
