 -4.815D-03  7.769D-01
 -3.192D-03  7.724D-01
 -5.089D-03  7.722D-01
 -1.657D-03  7.748D-01
 -4.249D-03  7.637D-01
 -4.982D-03  7.663D-01
 -1.238D-03  7.722D-01
 -2.094D-03  7.688D-01
 -4.984D-03  7.527D-01
 -4.780D-03  7.592D-01
 -8.863D-04  7.744D-01
 -1.692D-03  7.631D-01
 -2.320D-03  7.617D-01
 -5.551D-03  7.396D-01
 -4.556D-03  7.512D-01
 -7.144D-04  7.731D-01
 -1.183D-03  7.677D-01
 -2.022D-03  7.518D-01
 -2.440D-03  7.537D-01
 -6.001D-03  7.246D-01
 -4.332D-03  7.425D-01
 -5.720D-04  7.751D-01
 -9.862D-04  7.643D-01
 -1.371D-03  7.601D-01
 -2.289D-03  7.386D-01
 -2.498D-03  7.450D-01
 -6.361D-03  7.079D-01
 -4.118D-03  7.332D-01
 -4.828D-04  7.745D-01
 -7.821D-04  7.682D-01
 -1.186D-03  7.535D-01
 -1.500D-03  7.517D-01
 -2.513D-03  7.238D-01
 -2.517D-03  7.359D-01
 -6.647D-03  6.896D-01
 -3.917D-03  7.236D-01
 -4.083D-04  7.762D-01
 -6.718D-04  7.664D-01
 -9.265D-04  7.606D-01
 -1.348D-03  7.412D-01
 -1.589D-03  7.430D-01
 -2.703D-03  7.076D-01
 -2.509D-03  7.266D-01
 -6.869D-03  6.701D-01
 -3.728D-03  7.140D-01
 -3.552D-04  7.762D-01
 -5.661D-04  7.697D-01
 -8.118D-04  7.566D-01
 -1.034D-03  7.525D-01
 -1.486D-03  7.275D-01
 -1.649D-03  7.341D-01
 -2.863D-03  6.903D-01
 -2.484D-03  7.172D-01
 -7.038D-03  6.493D-01
 -3.552D-03  7.045D-01
 -3.102D-04  7.776D-01
 -4.976D-04  7.688D-01
 -6.791D-04  7.625D-01
 -9.258D-04  7.456D-01
 -1.115D-03  7.442D-01
 -1.604D-03  7.128D-01
 -1.688D-03  7.252D-01
 -2.999D-03  6.720D-01
 -2.446D-03  7.081D-01
 -7.159D-03  6.276D-01
 -3.388D-03  6.953D-01
 -2.756D-04  7.778D-01
 -4.343D-04  7.717D-01
 -6.041D-04  7.603D-01
