 -5.549D-03  7.662D-01
 -3.237D-03  7.609D-01
 -5.948D-03  7.587D-01
 -1.807D-03  7.601D-01
 -4.190D-03  7.508D-01
 -5.889D-03  7.499D-01
 -1.291D-03  7.577D-01
 -2.299D-03  7.518D-01
 -4.816D-03  7.386D-01
 -5.700D-03  7.399D-01
 -9.504D-04  7.577D-01
 -1.725D-03  7.479D-01
 -2.563D-03  7.422D-01
 -5.285D-03  7.244D-01
 -5.470D-03  7.288D-01
 -7.524D-04  7.570D-01
 -1.268D-03  7.490D-01
 -2.021D-03  7.363D-01
 -2.714D-03  7.316D-01
 -5.654D-03  7.084D-01
 -5.229D-03  7.168D-01
 -6.103D-04  7.576D-01
 -1.022D-03  7.478D-01
 -1.472D-03  7.393D-01
 -2.248D-03  7.230D-01
 -2.796D-03  7.202D-01
 -5.947D-03  6.908D-01
 -4.991D-03  7.043D-01
 -5.113D-04  7.579D-01
 -8.308D-04  7.492D-01
 -1.210D-03  7.371D-01
 -1.614D-03  7.288D-01
 -2.431D-03  7.084D-01
 -2.834D-03  7.083D-01
 -6.180D-03  6.719D-01
 -4.761D-03  6.913D-01
 -4.355D-04  7.589D-01
 -7.021D-04  7.494D-01
 -9.816D-04  7.399D-01
 -1.355D-03  7.252D-01
 -1.715D-03  7.178D-01
 -2.582D-03  6.925D-01
 -2.840D-03  6.961D-01
 -6.360D-03  6.518D-01
 -4.541D-03  6.782D-01
 -3.778D-04  7.597D-01
 -5.997D-04  7.511D-01
 -8.374D-04  7.399D-01
 -1.094D-03  7.301D-01
 -1.473D-03  7.123D-01
 -1.786D-03  7.066D-01
 -2.708D-03  6.756D-01
 -2.824D-03  6.838D-01
 -6.497D-03  6.306D-01
 -4.332D-03  6.651D-01
 -3.315D-04  7.608D-01
 -5.228D-04  7.521D-01
 -7.157D-04  7.427D-01
 -9.432D-04  7.295D-01
 -1.181D-03  7.200D-01
 -1.570D-03  6.987D-01
 -1.835D-03  6.953D-01
 -2.813D-03  6.580D-01
 -2.791D-03  6.716D-01
 -6.594D-03  6.087D-01
 -4.135D-03  6.522D-01
 -2.943D-04  7.619D-01
 -4.600D-04  7.539D-01
 -6.274D-04  7.438D-01
 -8.053D-04  7.339D-01
 -1.030D-03  7.185D-01
 -1.248D-03  7.099D-01
 -1.653D-03  6.844D-01
 -1.866D-03  6.843D-01
 -2.899D-03  6.397D-01
 -2.748D-03  6.598D-01
 -6.657D-03  5.861D-01
 -3.948D-03  6.398D-01
 -2.635D-04  7.631D-01
 -4.098D-04  7.553D-01
 -5.527D-04  7.466D-01
 -7.100D-04  7.350D-01
 -8.769D-04  7.251D-01
 -1.102D-03  7.071D-01
 -1.300D-03  7.000D-01
 -1.722D-03  6.697D-01
 -1.883D-03  6.735D-01
 -2.969D-03  6.211D-01
 -2.696D-03  6.485D-01
 -6.690D-03  5.630D-01
 -3.772D-03  6.280D-01
 -2.378D-04  7.642D-01
 -3.678D-04  7.572D-01
 -4.942D-04  7.483D-01
 -6.259D-04  7.390D-01
 -7.782D-04  7.259D-01
 -9.349D-04  7.163D-01
 -1.163D-03  6.955D-01
 -1.339D-03  6.904D-01
 -1.780D-03  6.549D-01
 -1.889D-03  6.634D-01
 -3.023D-03  6.023D-01
 -2.638D-03  6.378D-01
 -6.696D-03  5.397D-01
 -3.607D-03  6.169D-01
 -2.160D-04  7.655D-01
 -3.328D-04  7.587D-01
 -4.442D-04  7.510D-01
 -5.617D-04  7.410D-01
 -6.856D-04  7.315D-01
 -8.356D-04  7.166D-01
 -9.820D-04  7.079D-01
 -1.215D-03  6.837D-01
 -1.368D-03  6.813D-01
 -1.829D-03  6.399D-01
 -1.886D-03  6.539D-01
 -3.065D-03  5.834D-01
 -2.577D-03  6.279D-01
 -6.678D-03  5.161D-01
 -3.450D-03  6.067D-01
 -1.974D-04  7.666D-01
 -3.030D-04  7.605D-01
 -4.031D-04  7.529D-01
 -5.054D-04  7.447D-01
 -6.179D-04  7.336D-01
 -7.353D-04  7.242D-01
 -8.845D-04  7.073D-01
 -1.020D-03  6.999D-01
 -1.259D-03  6.720D-01
 -1.389D-03  6.730D-01
 -1.869D-03  6.250D-01
 -1.875D-03  6.452D-01
 -3.094D-03  5.646D-01
 -2.513D-03  6.190D-01
 -6.639D-03  4.926D-01
 -3.303D-03  5.976D-01
 -1.813D-04  7.677D-01
 -2.775D-04  7.620D-01
 -3.676D-04  7.554D-01
 -4.599D-04  7.470D-01
 -5.562D-04  7.385D-01
 -6.656D-04  7.262D-01
 -7.768D-04  7.173D-01
 -9.264D-04  6.981D-01
 -1.051D-03  6.925D-01
 -1.297D-03  6.604D-01
 -1.402D-03  6.653D-01
 -1.902D-03  6.103D-01
 -1.859D-03  6.374D-01
 -3.113D-03  5.460D-01
 -2.448D-03  6.111D-01
 -6.583D-03  4.691D-01
 -3.165D-03  5.896D-01
 -1.672D-04  7.687D-01
 -2.553D-04  7.636D-01
 -3.374D-04  7.573D-01
 -4.199D-04  7.502D-01
 -5.076D-04  7.410D-01
 -5.991D-04  7.326D-01
 -7.066D-04  7.189D-01
 -8.115D-04  7.109D-01
 -9.626D-04  6.891D-01
 -1.075D-03  6.858D-01
 -1.328D-03  6.491D-01
 -1.409D-03  6.585D-01
 -1.927D-03  5.959D-01
 -1.839D-03  6.306D-01
 -3.121D-03  5.277D-01
 -2.383D-03  6.042D-01
 -6.510D-03  4.459D-01
 -3.034D-03  5.828D-01
 -1.549D-04  7.697D-01
 -2.360D-04  7.650D-01
 -3.109D-04  7.595D-01
 -3.862D-04  7.526D-01
 -4.637D-04  7.453D-01
 -5.484D-04  7.352D-01
 -6.356D-04  7.271D-01
 -7.420D-04  7.118D-01
 -8.405D-04  7.051D-01
 -9.936D-04  6.804D-01
 -1.093D-03  6.799D-01
 -1.355D-03  6.381D-01
 -1.412D-03  6.526D-01
 -1.947D-03  5.819D-01
 -1.815D-03  6.248D-01
 -3.121D-03  5.099D-01
 -2.318D-03  5.985D-01
 -6.424D-03  4.230D-01
 -2.912D-03  5.771D-01
 -1.440D-04  7.706D-01
 -2.190D-04  7.664D-01
 -2.879D-04  7.613D-01
 -3.563D-04  7.554D-01
 -4.275D-04  7.479D-01
 -5.013D-04  7.406D-01
 -5.837D-04  7.297D-01
 -6.669D-04  7.221D-01
 -7.729D-04  7.051D-01
 -8.646D-04  6.999D-01
 -1.020D-03  6.721D-01
 -1.107D-03  6.748D-01
 -1.377D-03  6.276D-01
 -1.410D-03  6.477D-01
 -1.961D-03  5.685D-01
 -1.788D-03  6.200D-01
 -3.113D-03  4.926D-01
 -2.254D-03  5.939D-01
 -6.327D-03  4.006D-01
 -2.796D-03  5.728D-01
 -1.343D-04  7.714D-01
 -2.040D-04  7.677D-01
 -2.676D-04  7.631D-01
 -3.306D-04  7.576D-01
 -3.948D-04  7.515D-01
 -4.631D-04  7.435D-01
 -5.337D-04  7.363D-01
 -6.146D-04  7.244D-01
 -6.937D-04  7.176D-01
 -7.998D-04  6.987D-01
