 -3.541D-03  7.865D-01
 -3.281D-03  7.805D-01
 -3.621D-03  7.860D-01
 -1.355D-03  7.889D-01
 -4.532D-03  7.731D-01
 -3.468D-03  7.847D-01
 -1.219D-03  7.814D-01
 -1.663D-03  7.875D-01
 -5.438D-03  7.634D-01
 -3.277D-03  7.829D-01
 -7.576D-04  7.907D-01
 -1.738D-03  7.722D-01
 -1.802D-03  7.854D-01
 -6.137D-03  7.515D-01
 -3.091D-03  7.808D-01
 -6.819D-04  7.825D-01
 -9.934D-04  7.888D-01
 -2.148D-03  7.607D-01
 -1.862D-03  7.830D-01
 -6.688D-03  7.377D-01
 -2.918D-03  7.784D-01
 -4.982D-04  7.921D-01
 -9.796D-04  7.727D-01
 -1.134D-03  7.865D-01
 -2.491D-03  7.473D-01
 -1.880D-03  7.804D-01
 -7.121D-03  7.221D-01
 -2.762D-03  7.761D-01
 -4.512D-04  7.839D-01
 -6.763D-04  7.901D-01
 -1.219D-03  7.606D-01
 -1.223D-03  7.839D-01
 -2.783D-03  7.323D-01
 -1.874D-03  7.777D-01
 -7.459D-03  7.048D-01
 -2.622D-03  7.738D-01
 -3.584D-04  7.932D-01
 -6.510D-04  7.741D-01
 -7.947D-04  7.878D-01
 -1.424D-03  7.467D-01
 -1.280D-03  7.813D-01
 -3.030D-03  7.158D-01
 -1.853D-03  7.752D-01
 -7.717D-03  6.860D-01
 -2.495D-03  7.719D-01
 -3.269D-04  7.853D-01
 -4.974D-04  7.913D-01
 -8.121D-04  7.622D-01
 -8.789D-04  7.854D-01
 -1.602D-03  7.314D-01
 -1.316D-03  7.787D-01
 -3.237D-03  6.980D-01
 -1.823D-03  7.731D-01
 -7.909D-03  6.659D-01
 -2.380D-03  7.704D-01
 -2.730D-04  7.940D-01
 -4.736D-04  7.760D-01
 -5.956D-04  7.892D-01
 -9.512D-04  7.487D-01
 -9.401D-04  7.829D-01
 -1.758D-03  7.149D-01
 -1.335D-03  7.765D-01
 -3.411D-03  6.793D-01
 -1.788D-03  7.713D-01
 -8.043D-03  6.446D-01
 -2.276D-03  7.695D-01
 -2.507D-04  7.866D-01
 -3.849D-04  7.923D-01
 -5.923D-04  7.649D-01
 -6.696D-04  7.870D-01
 -1.074D-03  7.340D-01
 -9.847D-04  7.808D-01
 -1.894D-03  6.976D-01
 -1.344D-03  7.747D-01
 -3.553D-03  6.597D-01
 -1.750D-03  7.702D-01
 -8.127D-03  6.225D-01
 -2.181D-03  7.693D-01
 -2.165D-04  7.946D-01
 -3.648D-04  7.781D-01
 -4.671D-04  7.905D-01
 -6.948D-04  7.523D-01
 -7.268D-04  7.850D-01
 -1.182D-03  7.184D-01
 -1.017D-03  7.790D-01
 -2.012D-03  6.797D-01
 -1.345D-03  7.734D-01
 -3.667D-03  6.395D-01
 -1.711D-03  7.697D-01
 -8.169D-03  5.995D-01
 -2.095D-03  7.698D-01
 -2.000D-04  7.877D-01
