  0.000D+00 -1.000D+00
 -4.593D-03  7.892D-01
  0.000D+00 -1.000D+00
  0.000D+00 -1.000D+00
 -6.151D-03  7.856D-01
  0.000D+00 -1.000D+00
 -1.872D-03  7.925D-01
  0.000D+00 -1.000D+00
 -7.255D-03  7.797D-01
  0.000D+00 -1.000D+00
  0.000D+00 -1.000D+00
 -2.635D-03  7.882D-01
  0.000D+00 -1.000D+00
 -8.069D-03  7.718D-01
  0.000D+00 -1.000D+00
 -1.076D-03  7.946D-01
  0.000D+00 -1.000D+00
 -3.224D-03  7.817D-01
  0.000D+00 -1.000D+00
 -8.680D-03  7.619D-01
  0.000D+00 -1.000D+00
  0.000D+00 -1.000D+00
 -1.557D-03  7.901D-01
  0.000D+00 -1.000D+00
 -3.694D-03  7.732D-01
  0.000D+00 -1.000D+00
 -9.141D-03  7.503D-01
  0.000D+00 -1.000D+00
 -7.173D-04  7.961D-01
  0.000D+00 -1.000D+00
 -1.941D-03  7.835D-01
  0.000D+00 -1.000D+00
 -4.075D-03  7.632D-01
  0.000D+00 -1.000D+00
 -9.486D-03  7.370D-01
  0.000D+00 -1.000D+00
  0.000D+00 -1.000D+00
 -1.058D-03  7.917D-01
  0.000D+00 -1.000D+00
 -2.257D-03  7.752D-01
  0.000D+00 -1.000D+00
 -4.384D-03  7.517D-01
  0.000D+00 -1.000D+00
 -9.737D-03  7.223D-01
  0.000D+00 -1.000D+00
 -5.198D-04  7.971D-01
  0.000D+00 -1.000D+00
 -1.336D-03  7.853D-01
  0.000D+00 -1.000D+00
 -2.521D-03  7.655D-01
  0.000D+00 -1.000D+00
 -4.635D-03  7.391D-01
  0.000D+00 -1.000D+00
 -9.913D-03  7.063D-01
  0.000D+00 -1.000D+00
  0.000D+00 -1.000D+00
 -7.779D-04  7.930D-01
  0.000D+00 -1.000D+00
 -1.569D-03  7.775D-01
  0.000D+00 -1.000D+00
 -2.743D-03  7.547D-01
  0.000D+00 -1.000D+00
 -4.836D-03  7.254D-01
  0.000D+00 -1.000D+00
 -1.003D-02  6.892D-01
  0.000D+00 -1.000D+00
 -3.978D-04  7.978D-01
  0.000D+00 -1.000D+00
 -9.923D-04  7.871D-01
  0.000D+00 -1.000D+00
 -1.767D-03  7.686D-01
  0.000D+00 -1.000D+00
 -2.929D-03  7.430D-01
  0.000D+00 -1.000D+00
 -4.994D-03  7.110D-01
  0.000D+00 -1.000D+00
 -1.009D-02  6.711D-01
  0.000D+00 -1.000D+00
  0.000D+00 -1.000D+00
 -6.021D-04  7.940D-01
  0.000D+00 -1.000D+00
 -1.174D-03  7.800D-01
  0.000D+00 -1.000D+00
 -1.936D-03  7.588D-01
  0.000D+00 -1.000D+00
 -3.084D-03  7.307D-01
  0.000D+00 -1.000D+00
 -5.117D-03  6.960D-01
  0.000D+00 -1.000D+00
 -1.010D-02  6.524D-01
  0.000D+00 -1.000D+00
 -3.163D-04  7.982D-01
  0.000D+00 -1.000D+00
 -7.745D-04  7.888D-01
  0.000D+00 -1.000D+00
 -1.331D-03  7.720D-01
  0.000D+00 -1.000D+00
 -2.081D-03  7.484D-01
  0.000D+00 -1.000D+00
 -3.212D-03  7.181D-01
  0.000D+00 -1.000D+00
 -5.208D-03  6.806D-01
  0.000D+00 -1.000D+00
 -1.007D-02  6.330D-01
  0.000D+00 -1.000D+00
  0.000D+00 -1.000D+00
 -4.832D-04  7.948D-01
  0.000D+00 -1.000D+00
 -9.225D-04  7.825D-01
  0.000D+00 -1.000D+00
 -1.467D-03  7.634D-01
  0.000D+00 -1.000D+00
 -2.205D-03  7.377D-01
  0.000D+00 -1.000D+00
 -3.318D-03  7.051D-01
  0.000D+00 -1.000D+00
 -5.273D-03  6.649D-01
  0.000D+00 -1.000D+00
 -1.002D-02  6.133D-01
  0.000D+00 -1.000D+00
 -2.587D-04  7.983D-01
  0.000D+00 -1.000D+00
 -6.258D-04  7.902D-01
  0.000D+00 -1.000D+00
 -1.051D-03  7.755D-01
  0.000D+00 -1.000D+00
 -1.584D-03  7.544D-01
  0.000D+00 -1.000D+00
 -2.310D-03  7.268D-01
