 -3.541D-03  7.864D-01
 -3.281D-03  7.804D-01
 -3.620D-03  7.859D-01
 -1.354D-03  7.888D-01
 -4.531D-03  7.728D-01
 -3.468D-03  7.846D-01
 -1.219D-03  7.811D-01
 -1.663D-03  7.873D-01
 -5.436D-03  7.629D-01
 -3.277D-03  7.828D-01
 -7.575D-04  7.906D-01
 -1.738D-03  7.718D-01
 -1.802D-03  7.853D-01
 -6.134D-03  7.509D-01
 -3.090D-03  7.806D-01
 -6.818D-04  7.823D-01
 -9.933D-04  7.887D-01
 -2.147D-03  7.602D-01
 -1.862D-03  7.828D-01
 -6.683D-03  7.369D-01
 -2.918D-03  7.782D-01
 -4.982D-04  7.920D-01
 -9.792D-04  7.723D-01
 -1.134D-03  7.863D-01
 -2.490D-03  7.466D-01
 -1.880D-03  7.802D-01
 -7.114D-03  7.210D-01
 -2.762D-03  7.758D-01
 -4.511D-04  7.837D-01
 -6.762D-04  7.900D-01
 -1.218D-03  7.601D-01
 -1.223D-03  7.837D-01
 -2.780D-03  7.314D-01
 -1.873D-03  7.775D-01
 -7.450D-03  7.035D-01
 -2.621D-03  7.736D-01
 -3.584D-04  7.931D-01
 -6.508D-04  7.738D-01
 -7.946D-04  7.877D-01
 -1.423D-03  7.460D-01
 -1.280D-03  7.811D-01
 -3.026D-03  7.147D-01
 -1.852D-03  7.750D-01
 -7.706D-03  6.845D-01
 -2.494D-03  7.717D-01
 -3.268D-04  7.851D-01
 -4.974D-04  7.912D-01
 -8.117D-04  7.618D-01
 -8.787D-04  7.852D-01
 -1.601D-03  7.306D-01
 -1.315D-03  7.786D-01
 -3.233D-03  6.968D-01
 -1.822D-03  7.729D-01
 -7.895D-03  6.641D-01
 -2.379D-03  7.703D-01
 -2.730D-04  7.939D-01
 -4.735D-04  7.758D-01
 -5.955D-04  7.891D-01
 -9.505D-04  7.481D-01
 -9.399D-04  7.828D-01
 -1.756D-03  7.140D-01
 -1.335D-03  7.764D-01
 -3.405D-03  6.778D-01
 -1.787D-03  7.712D-01
 -8.027D-03  6.427D-01
 -2.275D-03  7.694D-01
 -2.507D-04  7.864D-01
 -3.849D-04  7.923D-01
 -5.920D-04  7.645D-01
 -6.695D-04  7.869D-01
 -1.073D-03  7.333D-01
 -9.844D-04  7.807D-01
 -1.892D-03  6.965D-01
 -1.344D-03  7.746D-01
 -3.546D-03  6.581D-01
 -1.749D-03  7.701D-01
 -8.109D-03  6.202D-01
 -2.180D-03  7.693D-01
 -2.165D-04  7.945D-01
 -3.647D-04  7.779D-01
 -4.671D-04  7.905D-01
 -6.943D-04  7.518D-01
 -7.267D-04  7.849D-01
 -1.181D-03  7.176D-01
 -1.016D-03  7.789D-01
 -2.008D-03  6.784D-01
 -1.344D-03  7.734D-01
 -3.659D-03  6.377D-01
 -1.710D-03  7.697D-01
 -8.148D-03  5.970D-01
 -2.094D-03  7.700D-01
 -2.000D-04  7.876D-01
 -3.088D-04  7.931D-01
 -4.571D-04  7.677D-01
 -5.314D-04  7.887D-01
 -7.847D-04  7.381D-01
 -7.712D-04  7.832D-01
 -1.276D-03  7.013D-01
 -1.039D-03  7.776D-01
 -2.108D-03  6.600D-01
 -1.339D-03  7.728D-01
 -3.748D-03  6.168D-01
 -1.671D-03  7.701D-01
 -8.150D-03  5.732D-01
 -2.015D-03  7.714D-01
 -1.767D-04  7.948D-01
 -2.921D-04  7.800D-01
 -3.786D-04  7.916D-01
 -5.370D-04  7.563D-01
 -5.830D-04  7.871D-01
 -8.652D-04  7.239D-01
 -8.061D-04  7.820D-01
 -1.360D-03  6.847D-01
 -1.054D-03  7.770D-01
 -2.192D-03  6.412D-01
 -1.330D-03  7.730D-01
 -3.813D-03  5.957D-01
 -1.632D-03  7.712D-01
 -8.120D-03  5.489D-01
 -1.942D-03  7.738D-01
 -1.642D-04  7.885D-01
 -2.545D-04  7.937D-01
 -3.671D-04  7.709D-01
 -4.347D-04  7.903D-01
 -6.077D-04  7.441D-01
 -6.249D-04  7.859D-01
 -9.369D-04  7.092D-01
 -8.331D-04  7.813D-01
 -1.433D-03  6.680D-01
 -1.064D-03  7.770D-01
 -2.261D-03  6.225D-01
 -1.318D-03  7.740D-01
 -3.859D-03  5.745D-01
 -1.594D-03  7.732D-01
 -8.062D-03  5.244D-01
 -1.876D-03  7.770D-01
 -1.476D-04  7.949D-01
 -2.408D-04  7.819D-01
 -3.146D-04  7.925D-01
 -4.320D-04  7.609D-01
 -4.809D-04  7.891D-01
