 -1.813D-03  7.906D-01
 -2.295D-03  7.810D-01
 -1.773D-03  7.824D-01
 -3.735D-04  7.947D-01
 -3.770D-03  7.697D-01
 -1.672D-03  7.725D-01
 -6.072D-04  7.691D-01
 -5.374D-04  7.704D-01
 -4.923D-03  7.576D-01
 -1.559D-03  7.595D-01
 -1.411D-04  7.971D-01
 -1.147D-03  7.456D-01
 -6.407D-04  7.502D-01
 -5.814D-03  7.433D-01
 -1.448D-03  7.433D-01
 -2.542D-04  7.484D-01
 -2.341D-04  7.498D-01
 -1.643D-03  7.251D-01
 -6.978D-04  7.285D-01
 -6.503D-03  7.267D-01
 -1.345D-03  7.236D-01
 -6.954D-05  7.987D-01
 -5.131D-04  7.089D-01
 -3.108D-04  7.166D-01
 -2.075D-03  7.033D-01
 -7.240D-04  7.041D-01
 -7.033D-03  7.078D-01
 -1.251D-03  7.002D-01
 -1.312D-04  7.197D-01
 -1.229D-04  7.212D-01
 -7.728D-04  6.787D-01
 -3.673D-04  6.848D-01
 -2.441D-03  6.795D-01
 -7.298D-04  6.763D-01
 -7.436D-03  6.865D-01
 -1.164D-03  6.730D-01
 -3.986D-05  7.998D-01
 -2.744D-04  6.600D-01
 -1.729D-04  6.721D-01
 -1.013D-03  6.485D-01
 -4.059D-04  6.511D-01
 -2.745D-03  6.533D-01
 -7.220D-04  6.447D-01
 -7.736D-03  6.630D-01
 -1.083D-03  6.415D-01
 -7.648D-05  6.837D-01
 -7.230D-05  6.852D-01
 -4.258D-04  6.181D-01
 -2.144D-04  6.283D-01
 -1.227D-03  6.167D-01
 -4.300D-04  6.142D-01
 -2.995D-03  6.249D-01
 -7.053D-04  6.089D-01
 -7.951D-03  6.373D-01
 -1.009D-03  6.056D-01
 -2.519D-05  8.004D-01
 -1.627D-04  5.983D-01
 -1.050D-04  6.164D-01
 -5.713D-04  5.782D-01
 -2.463D-04  5.837D-01
 -1.412D-03  5.826D-01
 -4.428D-04  5.732D-01
 -3.195D-03  5.940D-01
 -6.825D-04  5.685D-01
 -8.094D-03  6.095D-01
 -9.394D-04  5.648D-01
 -4.822D-05  6.408D-01
 -4.582D-05  6.423D-01
 -2.571D-04  5.422D-01
 -1.340D-04  5.580D-01
 -7.047D-04  5.371D-01
 -2.695D-04  5.361D-01
 -1.570D-03  5.460D-01
 -4.467D-04  5.275D-01
 -3.353D-03  5.609D-01
 -6.557D-04  5.229D-01
 -8.176D-03  5.798D-01
 -8.744D-04  5.185D-01
 -1.704D-05  8.007D-01
 -1.031D-04  5.227D-01
 -6.767D-05  5.491D-01
 -3.501D-04  4.905D-01
 -1.579D-04  5.003D-01
 -8.233D-04  4.938D-01
 -2.849D-04  4.839D-01
 -1.700D-03  5.069D-01
 -4.439D-04  4.764D-01
 -3.472D-03  5.254D-01
 -6.263D-04  4.716D-01
 -8.206D-03  5.481D-01
 -8.133D-04  4.661D-01
 -3.210D-05  5.912D-01
