 -7.902D-01 -9.110D-01
  2.363D-01 -1.131D+00
  2.889D-01 -1.109D+00
  2.581D-01 -1.129D+00
  2.262D-01 -1.148D+00
  1.987D-01 -1.162D+00
  1.769D-01 -1.169D+00
  1.587D-01 -1.168D+00
  1.441D-01 -1.159D+00
  1.312D-01 -1.143D+00
  1.208D-01 -1.118D+00
  1.110D-01 -1.089D+00
  1.031D-01 -1.050D+00
  9.523D-02 -1.008D+00
  8.890D-02 -9.565D-01
  8.230D-02 -9.053D-01
  7.710D-02 -8.428D-01
  7.137D-02 -7.835D-01
  6.699D-02 -7.111D-01
  6.192D-02 -6.452D-01
  5.819D-02 -5.635D-01
  5.364D-02 -4.918D-01
  5.042D-02 -4.005D-01
  4.633D-02 -3.236D-01
  4.352D-02 -2.215D-01
  3.983D-02 -1.395D-01
  3.737D-02 -2.431D-02
  3.405D-02  6.278D-02
  3.188D-02  1.949D-01
  2.892D-02  2.873D-01
  2.698D-02  4.424D-01
  2.435D-02  5.403D-01
  2.260D-02  7.278D-01
  2.031D-02  8.310D-01
  1.870D-02  1.067D+00
  1.675D-02  1.173D+00
  1.523D-02  1.483D+00
  1.360D-02  1.589D+00
  1.214D-02  2.018D+00
  1.085D-02  2.113D+00
  9.393D-03  2.749D+00
  8.446D-03  2.805D+00
  6.956D-03  3.831D+00
  6.358D-03  3.776D+00
  4.795D-03  5.650D+00
  4.555D-03  5.263D+00
  2.879D-03  9.453D+00
  3.008D-03  7.862D+00
  1.180D-03  2.296D+01
  1.691D-03  1.366D+01
 -3.284D-04 -8.150D+01
  5.808D-04  3.853D+01
 -1.670D-03 -1.574D+01
 -3.439D-04 -6.257D+01
 -2.868D-03 -8.955D+00
 -1.103D-03 -1.864D+01
 -3.944D-03 -6.337D+00
 -1.716D-03 -1.139D+01
 -4.922D-03 -4.924D+00
 -2.200D-03 -8.383D+00
 -5.830D-03 -4.020D+00
 -2.579D-03 -6.716D+00
 -6.707D-03 -3.371D+00
 -2.882D-03 -5.622D+00
 -7.623D-03 -2.862D+00
 -3.137D-03 -4.871D+00
 -8.725D-03 -2.448D+00
 -2.993D-03 -5.346D+00
 -1.039D-02 -2.280D+00
