  5.103D+00 -8.487D-01
  9.050D-01 -3.888D-01
  3.629D+00 -7.998D-01
 -1.331D+00 -1.098D+00
  4.872D-01  1.701D-01
  3.033D+00 -4.880D-01
  1.502D+00 -5.982D-01
 -2.142D-01 -2.331D+00
  2.460D-01  1.019D+00
 -5.474D-01 -9.685D-01
 -2.249D+00 -1.130D+00
  2.737D-01  1.342D+00
  1.114D-01  2.469D+00
 -2.231D-01 -1.492D+00
 -2.397D-01 -2.286D+00
 -3.042D-01 -7.997D-01
  1.664D-01  6.902D-01
 -7.840D-02 -3.910D+00
 -1.535D-01 -2.378D+00
 -1.750D-01 -1.148D+00
 -7.356D-01 -1.185D+00
 -1.880D-01 -7.555D-01
 -1.106D-01 -2.193D+00
 -1.177D-01 -1.546D+00
 -2.338D-01 -1.405D+00
 -1.319D-01 -9.829D-01
 -6.268D-03 -1.307D+01
 -1.274D-01 -8.100D-01
 -1.625D-01 -1.307D+00
 -1.035D-01 -1.095D+00
 -3.983D-01 -1.076D+00
 -1.008D-01 -9.112D-01
 -1.140D-01 -1.178D+00
 -9.412D-02 -8.541D-01
 -1.775D-01 -1.057D+00
 -8.408D-02 -9.382D-01
 -2.652D-02 -1.066D+00
 -7.924D-02 -8.736D-01
 -1.268D-01 -9.750D-01
 -7.380D-02 -8.544D-01
 -2.608D-01 -9.778D-01
 -6.854D-02 -8.530D-01
 -8.952D-02 -8.823D-01
 -6.393D-02 -8.471D-01
 -1.310D-01 -9.067D-01
 -5.981D-02 -8.395D-01
 -2.478D-02 -4.274D-01
 -5.610D-02 -8.314D-01
 -9.559D-02 -8.442D-01
 -5.272D-02 -8.231D-01
 -1.939D-01 -9.152D-01
 -4.965D-02 -8.144D-01
 -6.888D-02 -7.705D-01
 -4.685D-02 -8.051D-01
 -9.980D-02 -8.299D-01
 -4.430D-02 -7.947D-01
 -2.459D-02 -3.895D-01
 -4.197D-02 -7.823D-01
 -7.431D-02 -7.637D-01
 -3.989D-02 -7.661D-01
 -1.674D-01 -8.544D-01
 -3.810D-02 -7.419D-01
 -5.621D-02 -6.525D-01
 -3.681D-02 -6.994D-01
 -8.275D-02 -6.898D-01
 -3.685D-02 -6.095D-01
 -3.451D-02 -1.269D-01
 -4.358D-02 -3.707D-01
 -8.992D-02 -2.446D-01
